timestamp,machine_id,accel_x,accel_y,accel_z,bpfo_energy,bpfi_energy,bsf_energy,ftf_energy,fault_score,baseline_mean,baseline_std,warn_threshold,fault_threshold,temperature,temp_alert,vibration,status,label
1704047400,0,0.04967141530112327,-0.9569132150585592,0.8323844269050347,0.02624074561769746,0.020459808211767093,0.016452090304204987,0.01866176145774935,0.04404460046972835,0.050621088666940685,0.001185260448662222,0.07924774630404986,0.09413549242801476,32.02302985640802,False,False,NORMAL,0
1704047460,0,-0.26125490126936013,-0.9024815158801548,0.8408222540475664,0.025579754426081673,0.025225062698732634,0.024159046082342293,0.01456069984217036,0.05140703845572053,0.042995106732375395,0.005628109945722505,0.06981036422155107,0.06662576444519992,28.97612400238414,False,False,NORMAL,2
1704047520,0,-0.0600638689918805,-0.9645846874896638,0.7699146693885301,0.024881529393791152,0.03233119185389446,0.01585971302788046,0.019093204020787822,0.030351199264000678,0.04993783426530973,0.0038053996848046987,0.06800170052944526,0.08413485977701479,32.35227818450894,False,True,WARNING,2
1704047580,0,0.02186383160538625,-0.9059119480525695,0.7495457328567446,0.030853961270955833,0.04400581282031753,0.023918833167339733,0.012809345096873807,0.04170784332632994,0.04211386337462144,0.008219772826786358,0.05686376609199427,0.09954104278101811,28.916705786463112,False,False,NORMAL,1
1704047640,0,0.1030999522495951,-0.9034359940441901,0.7580391238388681,0.054524137035023734,0.036815434438964525,0.023272450621316228,0.010635583502860237,0.032439292868626485,0.04487774983040121,0.007566455605042577,0.07093893678388033,0.09605244599017143,30.190787624148786,False,False,WARNING,1
1704047700,0,0.14954342528834738,-0.933090937400334,0.9686148126813336,0.03710164073434198,0.015889669436043332,0.01769728567483261,0.010314291856867342,0.045456416450551214,0.0447153397161449,0.005577136220482326,0.07768916184815233,0.07372522802021063,29.579609194932623,False,False,NORMAL,0
1704047760,0,-0.08084936028931877,-0.9750878521792268,0.8457701058851037,0.05214688307596457,0.021529952061011257,0.03731397496224945,0.015393422419156508,0.0522976062065625,0.0534413694988524,0.0038620312747467754,0.05775129811319192,0.07297773068896796,30.828751109659684,False,False,WARNING,0
1704047820,0,-0.265517604756347,-0.9327241028055616,0.7802241774209854,0.03350460685614512,0.04800183963693817,0.02308007330051888,0.015187906217433662,0.048120758355807106,0.04545444403568941,0.009746038744488646,0.07906118237355278,0.07381238035388775,30.21086314353006,False,False,NORMAL,0
1704047880,0,0.006023020994102644,-0.8268378943757356,0.790381951760944,0.025795794883648922,0.03213084660971471,0.03964126135276502,0.012420552715115005,0.04688542189623514,0.051424294229930764,0.003138737895931597,0.07320540871529649,0.07787240964517386,30.801547342333613,False,False,NORMAL,0
1704047940,0,-0.04934324822033267,-0.9038418695829024,0.8853302476839231,0.020663513157114247,0.032923257040474836,0.02066239437994845,0.0164517279040945,0.026974657160199658,0.05036406607153699,0.004480618116704837,0.07841824971841836,0.06981323304510977,31.37358941563538,False,False,FAULT,1
1704048000,0,0.08135172173696698,-1.0115432158216977,0.8113729967302065,0.04118602313424026,0.02346483018151581,0.01732756919514748,0.01897215757953327,0.05601672228653322,0.049496521859099016,0.004051268119438307,0.06373023936531652,0.09040844876045838,31.807142754282427,True,True,WARNING,0
1704048060,0,0.022628826949887482,-0.907629928371168,0.8087416505995736,0.04767580790770773,0.037818644082591016,0.020606732736513995,0.01712179221347536,0.029489963499872002,0.04488099547238902,0.0077184226460622184,0.07124082247618037,0.09472281936729623,29.28314510764076,False,False,NORMAL,0
1704048120,0,-0.08895144296255234,-0.9907905142482719,0.7961449145292948,0.05568186220708453,0.0370898519099042,0.03487028258854121,0.01502637093105192,0.04307615538505436,0.047387765407282956,0.002757186890182401,0.07306130288153763,0.07482703268542995,30.841151974816643,False,False,NORMAL,2
1704048180,0,-0.012413238888165961,-0.9129829591026131,0.7773768883827665,0.03540390914407701,0.04478978350308999,0.02292305012890694,0.011694927466860926,0.042272050498334005,0.054042321612411716,0.007264268170074758,0.06925152925223413,0.06840117728197691,31.277049794903608,False,True,NORMAL,0
1704048240,0,0.03577873603482833,-0.9219607736815882,0.8541525621587639,0.03437964604879021,0.02527571454925727,0.03523402888696284,0.01810113394679181,0.05468289274320415,0.05369860828834707,0.005602081589748441,0.06753790736717999,0.09294033126383713,31.553802052034904,False,False,WARNING,1
1704048300,0,-0.11525653716600151,-1.0250384196603586,0.8082511399054669,0.021437690951869683,0.03129593063463611,0.028566115867689416,0.012865412521282845,0.04363333042276042,0.040457503749085744,0.0013361336987429298,0.07556501401649146,0.0776066724493942,29.644071082170633,False,False,WARNING,0
1704048360,0,-0.07303666317171367,-0.9391770705209012,0.8022785919951907,0.04162540486440426,0.037310046552437234,0.03315228334306654,0.019758520794625346,0.040652013932047815,0.04484434709411869,0.008156675752918334,0.061770806281551856,0.08036399972469727,29.848399652394182,False,False,FAULT,1
1704048420,0,-0.07718190777567552,-0.8669349134695923,0.7832876454424816,0.030009715926583812,0.03422293326471422,0.03286489806750156,0.016601973767177314,0.031197355877837712,0.054322979209947914,0.007641072250261918,0.06885885131278502,0.08641022611820233,30.182153093489415,False,False,NORMAL,1
1704048480,0,0.04438194281462285,-0.9112682973285331,0.7536534764210959,0.03966463500467329,0.031571511977319805,0.01933004674775038,0.01433851649237973,0.03594018937589494,0.04923775147078325,0.006715842857808795,0.05613260024430111,0.07811144151192649,30.4404746439382,False,False,WARNING,0
1704048540,0,-0.020245752583155117,-0.946955169644142,0.8323581348393523,0.04301896711503515,0.028585947417228266,0.031082205461058828,0.014582528904915166,0.04182467157263739,0.05412197213164788,0.004474923740206969,0.07902976409559787,0.09668727246846223,30.62609482782403,False,False,NORMAL,0
1704048600,0,0.028099186773503267,-0.9811349759910296,0.7895938874821363,0.053795012438778184,0.015814517750753904,0.0353617120647234,0.012818547747734,0.02472659310486625,0.05045105748046226,0.006660485621018957,0.07693680033817632,0.090727486533136,30.006999065341166,True,False,NORMAL,1
1704048660,0,-0.1787671611931782,-1.0110285052140926,0.7665398635909394,0.05723029302414258,0.04504444631450542,0.02572485068437546,0.017508710677914974,0.05018171496338729,0.04154685803253899,0.009122976160116102,0.06763130931119643,0.09392601131377096,31.661937317746776,False,True,NORMAL,0
1704048720,0,0.032416635248844215,-0.9565071527183842,0.804849798249636,0.04527348848679197,0.030695593269241192,0.02233026929245161,0.01328664545369916,0.04690073824308153,0.0512856179415652,0.008124211393532638,0.07474045356986385,0.06819221360670416,31.095157025436915,False,False,NORMAL,0
1704048780,0,-0.030909250919692183,-0.909809347431187,0.8306920670737713,0.02404490704491161,0.01794373821402491,0.032524228286477996,0.010727630063641936,0.05287440237161424,0.050593633407347446,0.001732139025777098,0.0571209428521298,0.09953238524754116,31.857880788099987,False,False,WARNING,2
1704048840,0,-0.0718444221252436,-0.9606723575855923,0.8155453782799003,0.036968880369879054,0.046722403478315765,0.017779937057653784,0.014926251042908591,0.02045414579069676,0.047029909629911895,0.0015067294811365363,0.0579704479067018,0.06911341863719868,31.975356216949553,False,False,NORMAL,2
1704048900,0,-0.14456099724720825,-0.9922068456758869,0.7828399381684417,0.05852890157762444,0.015425406614143572,0.03924697066769098,0.010431599119505761,0.05564572454792284,0.047915516636294495,0.009936683165073703,0.05684491411838497,0.08438489995404623,30.95767645442884,True,False,NORMAL,0
1704048960,0,0.21531824575115566,-0.9883673781444025,0.843616031836034,0.021817855213658314,0.024833711635728062,0.03876028710191397,0.018902637838909164,0.03822627011142851,0.04930198896702305,0.0034964306468301945,0.059703028993094036,0.08122944417289937,30.683342005738353,False,False,NORMAL,2
1704049020,0,-0.1912706517064219,-0.9318761770597348,0.8285673755163394,0.02650467757379565,0.04688245145728449,0.03556343107307923,0.01949799913291924,0.0490287803355344,0.04920122793903685,0.004764187326615571,0.07831821208385034,0.0953122361325143,31.47052382001321,False,False,NORMAL,1
1704049080,0,-0.17131345290908775,-0.8823063812917293,0.7942730077373692,0.036592780093506604,0.024569247517574718,0.016409387416273177,0.018647223762550534,0.052516040365203104,0.05499576509929196,0.00996973153366515,0.06888579264006568,0.09191455953131787,31.73781631197346,True,False,NORMAL,0
1704049140,0,-0.13685901155418573,-0.9232254095012398,0.8530223407055234,0.03432650872131362,0.018974515726987017,0.03178932988981999,0.015203077009037932,0.050892735669425565,0.0478024525166799,0.008669633502866862,0.06879767096936214,0.08463282900373853,32.04137099691818,True,False,NORMAL,0
1704049200,0,0.06453759495851476,-0.8815684221233825,0.7517538269709948,0.02545485902347079,0.015509063298375867,0.023764688970164927,0.015899176868546333,0.03568976180398929,0.046562123830355934,0.009137428250443738,0.06370638667558251,0.08298963212059338,31.18605145999844,False,False,NORMAL,1
